id		sentence		sentiment
8379		라인브레이커네...		놀람
8380		거기도 사람사나?		놀람
8381		삼성 보조배터리로 충전하면 엄청 뜨거워짐		놀람
8382		헐모바일보소ㅋㅋㅋㅋㅋ		놀람
8383		누진세 뉴스가 기가 막히게 사라졌다.		놀람
8384		아직도 창조설을 믿는 무식충들이 있습니까?		놀람
8385		그럼 안망하는 직업이 뭔대?		놀람
8386		저거 '원빈 쏘세지' 아님? ㅋㅋㅋㅋㅋㅋ.		놀람
8387		이걸 아직도함??		놀람
8388		근데 왜 인터뷰안한건가요??		놀람
8389		이게 무슨!?		놀람
8390		사람도 너무 많고 노선도 너무 많음 미아될 것 같더라		놀람
8391		금요일 오후부터 일요일 오전부터 있던 비소식이 싹 사라졌네?		놀람
8392		아이돌 기사에 이런 성비를 볼수있다니!!		놀람
8393		아반떼가 먼저 나와서 그런가?		놀람
8394		바다 분위기 미쳤다..		놀람
8395		울산사는데태어나서 매미이후로 처음 이런광경봄		놀람
8396		스스로 짠 코드로 로봇을 움직였다고?		놀람
8397		베뎃 뭐지 이강인아니라고 되있는디		놀람
8398		옛 소련이였던 러시아가 쓰다버린 저 고철덩어리로 미국에게 까분다....... ㅋㅋㅋㅋㅋ		놀람
8399		와 다른 팀즐이 황재균이 인될때 라면서 간볼때 황재균에 배팅할 돈이 없는 삼성이 먼저 낼름 채가네 ㅋㅋㅋ		놀람
8400		근데 많이 따뜻해보이진 않는데..		놀람
8401		이건 성큼정도가 아닌데;;		놀람
8402		why때 약간 망이라 솔로도 퇴물의 길을 걷나 했더니 구사일생했넹!!		놀람
8403		와 미 쳤 다ㅋㅋㅋ		놀람
8404		어디감히 기업이 국가 법을 바꾸려함???		놀람
8405		병아리 오줌이냐?		놀람
8406		나바로 삼성에 잇을때 사고 한번 친적이 없는데 다들 왜 그래 ????		놀람
8407		데뷔 한지 얼마 되지도 않은 지코 차 값만 다 합해도 6억원...		놀람
8408		난 진실게임 부활한줄알았다		놀람
8409		정말 철면피에 철면(입)구네 ㅋㅋ		놀람
8410		왜?탄핵을한다는건지!		놀람
8411		근데 너네 그렇게 했어?		놀람
8412		kt로 가나??		놀람
8413		일본 중국에 빼앗겨?		놀람
8414		연합뉴스 수준 대단하다 이딴 쓰레기 기사		놀람
8415		여기 일본인데 진짜 디지눈줄 알았다		놀람
8416		대한민국호는 세월호와 형국이 닮았다!....		놀람
8417		한심스럽다. .진짜운동회?		놀람
8418		증거도 없는데 탄핵 가결한 건가요?;;		놀람
8419		용돈 다털어서 너의이름은 31번 본 17살 새퀴는 대체 모하는새퀴냐.		놀람
8420		어쩜 이리 그때랑 지금이랑 변함게 없으신지요~		놀람
8421		아니 호페가 왜 죽어...		놀람
8422		와 직장인으로서 7천만 연봉이었는데 지금 다 버리고 1천만 연봉 배우..		놀람
8423		와 모자이크해도....		놀람
8424		삼류기업 삼성은 독불장군인가.		놀람
8425		남자 게스트들 당황하는 거 딱 보이고 완전 성추행인데?		놀람
8426		지금 해뜨네요??ㄷㄷ		놀람
8427		엥? 호페가 사망했다고??		놀람
8428		눈온다는 뉴스가 어제있던거같은데 ㅋㅋㅋㅋ		놀람
8429		이름 바꾸고 신분세탁까지 하는거 같더니 ㄷㄷ		놀람
8430		해도해도 방송이 이러다가 어린아이 굶겨죽이는것을 협박으로 자백을 받자고요?		놀람
8431		조선 시대랑 똑같네?! ㅋㅋㅋ		놀람
8432		별똥별 보겟다고 저기 몰려간사람들이 너무 무식한거아니야?ㅋㅋㅋ		놀람
8433		매미는 정말 어마어마했어요.		놀람
8434		우리 브로콜리 또 친정팀이라고 선물 주시네 대단하다.		놀람
8435		으잉~ 맨날 죽겠다는 헬조선 국민들 맞음??? ㅋㅋㅋ		놀람
8436		300조면 해마다 이자만 10조 정도네!		놀람
8437		한국에서 1건????????		놀람
8438		둘다 맞는 이야기일지도 모르네..		놀람
8439		인간인 테레서수녀님에게 기도하는게 천주교에서는 인정되는겁니까?		놀람
8440		헝가리가 멕시코 완전히 바르고 있슴 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ		놀람
8441		애초에 8월말이 이렇게 쌀쌀했던 적이 없음 적어도 9월 중순까지는 더운 편인데 올해가 진짜 기형적인 날씨....		놀람
8442		미국 뉴욕지하철에서 부정승차자는 그 자리에서 수갑 채우고 앉히더라...		놀람
8443		기타가엄청비싸네.		놀람
8444		원하는것도 즉석에서 찾아보고.		놀람
8445		아.. 설마설마가 정말 일어날수도 있구나..		놀람
8446		어이쿠 이게 뭐냐 삼성아		놀람
8447		아빠닮았네!		놀람
8448		약과 조작의 차이?		놀람
8449		한화 김성근감독님 포수 좋아하는데 설마??		놀람
8450		그리고 사전제작은 공중파 태양의 후예와 시청율 안 나온 달의연인도 로멘스물 사전제작인데 다 결말이 파격적이였다.		놀람
8451		친박은 아직 무엇이 잘못된건지..		놀람
8452		화성에는 정말 생명체가 살까?		놀람
8453		뇌물현 같은 놈이 필리핀에도 있다니		놀람
8454		그리고 국보는 동일하게 중요한것이지 나라에서 압장서서 국보의 높낮이를 따지다니 어이가 없네		놀람
8455		악세사리하나 없어도 기품이 느껴진다...		놀람
8456		와 진짜 대단하신분....		놀람
8457		이 사건이 왜 노인 운전면허와 연관있지???		놀람
8458		ㅋㅋㅋ 곧 차례 지내야되는데..		놀람
8459		그 반지..과거 왕비가 끼고있던 반지 아닌가요?		놀람
8460		대표하는 군미필이 갔네		놀람
8461		신규 포켓몬들은 내가 모르는 포켓몬들임....		놀람
8462		어떻게 그렇게 심한 언어폭력적인 단어들을 쓰는지..		놀람
8463		지금 화나야 9승 무패 하겟다는거야???		놀람
8464		진짜 김태희가 독실한 신자인거 같다.		놀람
8465		역시 괜히 똑똑한게 아니구나...		놀람
8466		낙태 전면 금지?		놀람
8467		와 정명훈...		놀람
8468		내 지금 기상했다 우찌된기고!		놀람
8469		글씨봐라. .		놀람
8470		그렇게 많아도 불평이나 짜증내는 사람을 못본것이 신기했음		놀람
8471		이때까지 떠난 FA들 다 똑같은소리하고있는데 썰이랑 다른애들 거의없었자!		놀람
8472		이래서 마린시티구나!		놀람
8473		야 아무리 그래도 자발적으로 해야지		놀람
8474		한국여성과 결혼하는 백인남이 찐따라고?ㅋㅋ		놀람
8475		올해 야구를 보면서 이런 성적이 나오리라곤 상상도 못했다.		놀람
8476		감독도 감독이지만 구단 프론터 코치 들...		놀람
8477		짠도 안하고 이미 먹어버림		놀람
8478		경기도 알리 들어오고 풀리고 흥미니는 좀 조급함이 보인다		놀람
8479		도대체 이인간은뭐야		놀람
8480		헐.....보통사이는아니였네뭐....		놀람
8481		진짜 미친거아니면 간이큰거지		놀람
8482		옴니아 보다 더 쓰레기가 나왔다		놀람
8483		이거 증강현실겜이 창출하는 경제효과나 적용가능한곳이 무궁무진하구만...		놀람
8484		베댓에 비공 누른 사람이 800명이나 넘어??		놀람
8485		고생한다!....		놀람
8486		귀국 후 4일 중에 3일을 같이 지낸다는게 이대위 군인으로서 넘 널널한 거 아님?		놀람
8487		청와대가 이제보니 주사파 소굴이었다		놀람
8488		영화에서는 덕혜옹주가 일본으로 강제로 보내졌는데 일본에서 일본에 저항한것처럼 만들었더만.....		놀람
8489		그냥 회사에서 프린트해온거 받아쓰기?		놀람
8490		주머니 넣고 다니다가 고자 될까봐.		놀람
8491		트럼프가 계획한거 아냐?		놀람
8492		기발하군.진짜 시장파괴적인 대륙적 스케일이네.		놀람
8493		오래도 삽디다...		놀람
8494		헐 대박		놀람
8495		그래도 시장으로 흘러들어갔으면 가치있다고 생각한 거 아님??ㅋㅋ		놀람
8496		속초에낚시여행을갔다가 보드를타다골절상을입은건 먼얘기지?		놀람
8497		이렇게 논란이 많은 사건을 재판도 안가보고 쉽게 결론을 내다니...		놀람
8498		지금 당장 달걀 못 먹는다고..수입을 해?????????		놀람
8499		길거리에 포켓몬 잡겠다고 다니는 저 사람들을 보고 무서운 생각이 듬~		놀람
8500		법치로 돌아가지 않으면‥이처럼 소중한 기회에 중요한 것을 얻지 못하게 되는 것을 어찌 모른단 말인가?		놀람
8501		생각보다 진짜 잘 어울려서 놀랬음 ^^		놀람
8502		술 안 마시고도 그러는게 더 흉악한거 아닌가....		놀람
8503		우병우 김기춘이 명애를 버리고 충성하는 이유가 있구나		놀람
8504		정부는 왜?. . .		놀람
8505		결정타 날린 것이 온 국민이 알다시피 작년 10월 jtbc 뉴스룸...		놀람
8506		초가삼간 태우는길에서 조금은 벗어났네.		놀람
8507		왜 하한가 맞아쓰까....		놀람
8508		나는 성큰옹보다 한화 팬들이 더 신기하다...		놀람
8509		메갈은 서유리 좋아한다 ㅋㅋㅋㅋㅋ		놀람
8510		존나 욕하고 영화보러가는사람은 뭘까		놀람
8511		더 이상 부처님 성나기전에 혈세로 주사 고만처맞고 내리온나.		놀람
8512		이건 정말 혁신이네.		놀람
8513		헉 진짜 댓글 지우나보네..		놀람
8514		개그맨들은 유행어 따라 간다고하더니 오마이갓! ㅋㅋㅋ		놀람
8515		딱보니까 표얻을려고 어떤 수단과 방법을 가리지 않는 전형적인 소시오패스다. . .		놀람
8516		저 할머니들 기부금으로 빌딩 몇채 사겠네 ㄷㄷ		놀람
8517		신화 대단해~~		놀람
8518		친일세력??		놀람
8519		그런 차별대우를 받아야하는 사회에서 자녀 출산??		놀람
8520		알렉시스 산체스 3.5명 살돈으로 포그바를 사다니 미친 맹구..		놀람
8521		jtbc 기자가 신고해 검거 됐다고 하네요.		놀람
8522		현아 솔로1위는 처음 아닌가??		놀람
8523		송지효는 의외다		놀람
8524		삼성을 따라잡겠다고?		놀람
8525		남들 펑펑 쓸 때 독하게 사는 사람들 진심 존경스럽다.		놀람
8526		그들은 무법자였다.		놀람
8527		트럼프 99퍼 확정적이다.		놀람
8528		류현진이도 가능하겠네		놀람
8529		빠르네.		놀람
8530		애들 가만히보니 브렉시트가 뭘 뜻하는지도 모르고 사고 친건가?		놀람
8531		바람이 완전 강풍이다.		놀람
8532		진짜 지금 개춥다...ㅎㄷㄷ		놀람
8533		십자가는왜지냐		놀람
8534		완전 할아버지가 뭐가 좋지?		놀람
8535		늑대가 나타났다 ㅡㅡ;;		놀람
8536		삼성이 이번에 완승이네 600배 ㄷㄷㄷ		놀람
8537		좀 더 지켜보면 흥행할듯		놀람
8538		아니 오빠 대체 뭐하고다니는거야???...		놀람
8539		모든시설에 태양광 판대기 설치해라...		놀람
8540		외국에서 똥송 파티하네 ㄷㄷㅋㅋㅋㅋ		놀람
8541		머리를 했다치자..		놀람
8542		진심 개한민국인가......		놀람
8543		와 요즘은 광고도 다 기다린다.		놀람
8544		진짜 어떤 남자 만나느냐에 달렸음....		놀람
8545		프랑스 여기 지금 좀 상황 그렇지 않음?		놀람
8546		아니 임신을 했다고?????		놀람
8547		지금도 여진 계속 오는데?		놀람
8548		심각한수준......		놀람
8549		엑소시스트 같다 ㄷㄷ무서		놀람
8550		아............올 시즌도 다 끝나가는구나 시간 진짜 빠르네요		놀람
8551		그러다 좀비 된다.		놀람
8552		다이나믹하네		놀람
8553		ㅉㅉ... 천하의 이재용이 시다바리였다니		놀람
8554		이건은 또 어느 재단이냐.		놀람
8555		미친.. 검색해보니 올해 7경기 뛰었네ㅋㅋㅋㅋ		놀람
8556		예체능은 어떻게 대체 한다는거지?		놀람
8557		그럼 검사가 강요했다는 사실을 입증해..		놀람
8558		기억이 안나니?		놀람
8559		고의침몰인가요?		놀람
8560		우리가 왜 게임 강국?		놀람
8561		벌써 엔카중고차 시장에 폭스바겐 티구안 매물 1천씩 떨어진거 막쏟아져요!!		놀람
8562		추신수 아들 키가 추신수보다크네		놀람
8563		쟨 모냐. .ㄷㄷㄷ		놀람
8564		참 대단한 팬심이야		놀람
8565		21세기에 이런 일이 벌어지다니 진시황제도 울고가겠네.		놀람
8566		뻐..뻐...뻥치지마!!!!!		놀람
8567		오오 아침부터 뭔일이래ㅜㅜ		놀람
8568		중고폰가격이 100마넌이냐??		놀람
8569		3명 4명이 블로킹했다고?		놀람
8570		너네들이 사람이냐		놀람
8571		국민들이 이성을 잃었네.		놀람
8572		어떻게 그런일이?		놀람
8573		애가 닭처럼 한것도 없는데...		놀람
8574		경찰 서버를 해킹한 넘도 똑간이 처벌하라.		놀람
8575		류현진이 역시 인기가 높규나..		놀람
8576		투수가 100안타치네ㅋㅋㅋㄱㅋㅋ		놀람
8577		진짜로 하루마다 올해 최고 더운날이 갱신되는듯..		놀람
8578		그런데 순실씨가 태블릿을 사용하고 이메일을 사용할줄 안다고?		놀람
8579		헤어지면??????		놀람
8580		뭔일이래?		놀람
8581		이 분이 언제 탑이었죠?		놀람
8582		이래서 고연전고연전 하나		놀람
8583		김우빈 이렇게 연기 잘했나?		놀람
8584		완전 뜨거워진다.		놀람
8585		해보지도 않고?!		놀람
8586		자기앞에서 사고난건데		놀람
8587		리샤우펑!		놀람
8588		저 가격이면 미국이랑 같은 가격에 판다는 소리 아닌가??		놀람
8589		하마터면 정초부터 기사 크게 날뻔 했군요.		놀람
8590		와 아랫것들 인성보소...		놀람
8591		하기야 거기는 도처에 널린게 총이니까.......		놀람
8592		조커랑 캐미 오짐 ㄷㄷ		놀람
8593		기사 참 희한하게 선동하네.		놀람
8594		그렇게 대ㅡ가리가 안돌아가는데 기자는 어떻게하고있지?		놀람
8595		여수라고?		놀람
8596		헐 너무 안타깝다.		놀람
8597		1위거머쥐자마자 진짜 태풍올줄이야..		놀람
8598		너무 이중적이라고?		놀람
8599		그럼 안피우고 당신네 담배연기 마시는 피해자는?		놀람
8600		근데 두산은 이원석한테 도대체 얼마를 부른거야 ;;;;;;;;;;;;;;;;;;;;;		놀람
8601		육지담 성격 장난 아니더라~		놀람
8602		설마 뭐가 더 있겠지		놀람
8603		김경숙인가 진짜 말 많더라나는 김경숙이 간사인줄 알았다		놀람
8604		시장에 불 난게,그럴수도 있겠다 싶으니더 믿기지 않네 ...		놀람
8605		그머리로 어떻게 사법시험을 합격했냐?		놀람
8606		애플은 노를 젓는게 아니라 제트엔진을 달았네 헐~		놀람
8607		박그네가??? ㅎㅎㅎㅎ		놀람
8608		박명수는 전라도 출신이니......		놀람
8609		승용차 한대랑 식칼 한자루만 챙겨도 대량살상 가능할거같음.		놀람
8610		강변은 다니다보면...4차로로.....		놀람
8611		1%확률이지만 그 1%가 지금 댓글을 보는 당신일 수 있다는거임.		놀람
8612		헐????????????진짜?????		놀람
8613		생각했드니 밑에 기사에 임신이라네		놀람
8614		P9스펙 엉망이든데 저걸 저가격에 팔고 ㅋㅋ		놀람
8615		책임질게 뭐가있지?		놀람
8616		할애비,애비,애새끼 까지...		놀람
8617		사이비 이단 기독교 말은 그리도 잘 믿는지 이해가 안되는 민족이다		놀람
8618		어째라고 낼 하야하믄 대책마련이라도 되 있나?		놀람
8619		취준생이라니??		놀람
8620		너 친모가 누구인지도 모르지?		놀람
